SERVIÇO;OPERADORA;ESTADO;TEMA;ALTERNATIVAS;CALCULO;2015;2016
SCM;Algar;MG;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 5;Percentual;6,522000;16,393443
SCM;Algar;MG;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 6;Percentual;7,246000;3,278689
SCM;Algar;MG;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 7;Percentual;9,420000;9,836066
SCM;Algar;MG;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 8;Percentual;26,812000;17,213115
SCM;Algar;MG;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 9;Percentual;14,493000;10,655738
SCM;Algar;MG;Tempo de espera entre a solicitação de reparo e a visita do técnico;10.Excelente;Percentual;22,464000;24,590164
SCM;Algar;MG;Tempo de espera entre a solicitação de reparo e a visita do técnico;99. NS/ NR;Percentual;1,449000;1,639344
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Média;Média Ponderada;7,580882;7,327869
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;;Amostra não ponderada;138,000000;122,000000
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;0.Péssimo;Percentual;5,072000;4,098361
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Nota 1;Percentual;0,725000;3,278689
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Nota 2;Percentual;2,174000;1,639344
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Nota 3;Percentual;2,174000;2,459016
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Nota 4;Percentual;1,449000;3,278689
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Nota 5;Percentual;5,072000;10,655738
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Nota 6;Percentual;9,420000;4,918033
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Nota 7;Percentual;10,870000;9,016393
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Nota 8;Percentual;12,319000;18,032787
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;Nota 9;Percentual;19,565000;10,655738
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;10.Excelente;Percentual;29,710000;31,967213
SCM;Algar;MG;Cumprimento do prazo para reparo acordado;99. NS/ NR;Percentual;1,449000;0,000000
SCM;Algar;MG;Qualidade do reparo do serviço;Média;Média Ponderada;7,217391;6,754098
SCM;Algar;MG;Qualidade do reparo do serviço;;Amostra não ponderada;138,000000;122,000000
SCM;Algar;MG;Qualidade do reparo do serviço;0.Péssimo;Percentual;4,348000;8,196721
SCM;Algar;MG;Qualidade do reparo do serviço;Nota 1;Percentual;3,623000;4,098361
SCM;Algar;MG;Qualidade do reparo do serviço;Nota 2;Percentual;2,174000;2,459016
SCM;Algar;MG;Qualidade do reparo do serviço;Nota 3;Percentual;1,449000;3,278689
SCM;Algar;MG;Qualidade do reparo do serviço;Nota 4;Percentual;3,623000;2,459016
SCM;Algar;MG;Qualidade do reparo do serviço;Nota 5;Percentual;9,420000;13,114754
SCM;Algar;MG;Qualidade do reparo do serviço;Nota 6;Percentual;6,522000;7,377049
SCM;Algar;MG;Qualidade do reparo do serviço;Nota 7;Percentual;10,145000;9,016393
SCM;Algar;MG;Qualidade do reparo do serviço;Nota 8;Percentual;17,391000;9,836066
SCM;Algar;MG;Qualidade do reparo do serviço;Nota 9;Percentual;14,493000;6,557377
SCM;Algar;MG;Qualidade do reparo do serviço;10.Excelente;Percentual;26,812000;33,606557
SCM;Algar;MG;Qualidade do reparo do serviço;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Algar;MG;Existe outra operadora que oferece o mesmo serviço no local;;Amostra não ponderada;383,000000;289,000000
SCM;Algar;MG;Existe outra operadora que oferece o mesmo serviço no local;1.Sim;Percentual;59,269000;60,553633
SCM;Algar;MG;Existe outra operadora que oferece o mesmo serviço no local;2.Não;Percentual;32,115000;33,910035
SCM;Algar;MG;Existe outra operadora que oferece o mesmo serviço no local;3.Não sabe (espontâneo);Percentual;8,616000;5,536332
SCM;Algar;MG;Indicador de Satisfação Geral;Média;Média Ponderada;7,028721;6,771626
SCM;Algar;MG;Indicador de Satisfação Geral;Satisfação geral;Média Indicadores;7,028721;6,771626
SCM;Algar;MG;Indicador de Satisfação Geral;;Amostra não ponderada;383,000000;289,000000
SCM;Algar;MG;Indicador de Satisfação Geral;;Amostra não ponderada;383,000000;289,000000
SCM;Algar;MG;Indicador de Satisfação Geral;0.Totalmente Insatisfeito;Percentual;1,567000;3,114187
SCM;Algar;MG;Indicador de Satisfação Geral;Nota 1;Percentual;1,044000;1,038062
SCM;Algar;MG;Indicador de Satisfação Geral;Nota 2;Percentual;1,305000;1,384083
SCM;Algar;MG;Indicador de Satisfação Geral;Nota 3;Percentual;2,872000;3,806228
SCM;Algar;MG;Indicador de Satisfação Geral;Nota 4;Percentual;4,178000;5,190311
SCM;Algar;MG;Indicador de Satisfação Geral;Nota 5;Percentual;13,577000;14,532872
SCM;Algar;MG;Indicador de Satisfação Geral;Nota 6;Percentual;9,138000;9,342561
SCM;Algar;MG;Indicador de Satisfação Geral;Nota 7;Percentual;17,493000;15,916955
SCM;Algar;MG;Indicador de Satisfação Geral;Nota 8;Percentual;25,065000;23,875433
SCM;Algar;MG;Indicador de Satisfação Geral;Nota 9;Percentual;9,399000;7,958478
SCM;Algar;MG;Indicador de Satisfação Geral;10.Totalmente Satisfeito;Percentual;14,360000;13,840830
SCM;Algar;MG;Indicador de Satisfação Geral;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Algar;MG;Responsável pelo pagamento;;Amostra não ponderada;383,000000;289,000000
SCM;Algar;MG;Responsável pelo pagamento;1.Sim;Percentual;68,930000;74,048443
SCM;Algar;MG;Responsável pelo pagamento;2.Não;Percentual;31,070000;25,951557
SCM;Algar;SP;Canais de atendimento utilizados;;Amostra não ponderada;374,000000;288,000000
SCM;Algar;SP;Canais de atendimento utilizados;1.Atendimento telefônico;Percentual;71,658000;70,486000
SCM;Algar;SP;Canais de atendimento utilizados;2.Atendimento pela internet;Percentual;38,235000;40,625000
SCM;Algar;SP;Canais de atendimento utilizados;3.Atendimento na loja da operadora;Percentual;21,925000;26,389000
SCM;Algar;SP;Canais de atendimento utilizados;4.Nenhum destes canais;Percentual;16,578000;13,542000
SCM;Algar;SP;Tempo de espera para falar com o atendente;Média;Média Ponderada;6,402985;6,561576
SCM;Algar;SP;Tempo de espera para falar com o atendente;;Amostra não ponderada;268,000000;203,000000
SCM;Algar;SP;Tempo de espera para falar com o atendente;0.Péssimo;Percentual;7,463000;6,896552
SCM;Algar;SP;Tempo de espera para falar com o atendente;Nota 1;Percentual;2,239000;0,492611
SCM;Algar;SP;Tempo de espera para falar com o atendente;Nota 2;Percentual;2,612000;1,970443
SCM;Algar;SP;Tempo de espera para falar com o atendente;Nota 3;Percentual;3,358000;3,940887
SCM;Algar;SP;Tempo de espera para falar com o atendente;Nota 4;Percentual;4,104000;3,448276
SCM;Algar;SP;Tempo de espera para falar com o atendente;Nota 5;Percentual;14,179000;15,763547
SCM;Algar;SP;Tempo de espera para falar com o atendente;Nota 6;Percentual;5,597000;8,866995
SCM;Algar;SP;Tempo de espera para falar com o atendente;Nota 7;Percentual;17,164000;13,300493
SCM;Algar;SP;Tempo de espera para falar com o atendente;Nota 8;Percentual;22,388000;20,197044
SCM;Algar;SP;Tempo de espera para falar com o atendente;Nota 9;Percentual;6,343000;11,822660
SCM;Algar;SP;Tempo de espera para falar com o atendente;10.Excelente;Percentual;14,552000;13,300493
SCM;Algar;SP;Tempo de espera para falar com o atendente;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Algar;SP;Indicador de Atendimento Telefônico;Atendimento Telefônico;Média Indicadores;7,103856;7,225780
SCM;Algar;SP;Indicador de Atendimento Telefônico;;Amostra não ponderada;268,000000;203,000000
SCM;Algar;SP;Necessidade de repetir a demanda;Média;Média Ponderada;7,246212;7,295000
SCM;Algar;SP;Necessidade de repetir a demanda;;Amostra não ponderada;268,000000;203,000000
SCM;Algar;SP;Necessidade de repetir a demanda;0.Péssimo;Percentual;3,731000;3,940887
SCM;Algar;SP;Necessidade de repetir a demanda;Nota 1;Percentual;0,373000;0,492611
SCM;Algar;SP;Necessidade de repetir a demanda;Nota 2;Percentual;1,866000;0,492611
SCM;Algar;SP;Necessidade de repetir a demanda;Nota 3;Percentual;1,493000;2,955665
SCM;Algar;SP;Necessidade de repetir a demanda;Nota 4;Percentual;2,239000;2,955665
SCM;Algar;SP;Necessidade de repetir a demanda;Nota 5;Percentual;11,940000;11,822660
SCM;Algar;SP;Necessidade de repetir a demanda;Nota 6;Percentual;8,955000;6,896552
SCM;Algar;SP;Necessidade de repetir a demanda;Nota 7;Percentual;15,672000;14,778325
SCM;Algar;SP;Necessidade de repetir a demanda;Nota 8;Percentual;19,030000;19,211823
SCM;Algar;SP;Necessidade de repetir a demanda;Nota 9;Percentual;11,194000;10,837438
SCM;Algar;SP;Necessidade de repetir a demanda;10.Excelente;Percentual;22,015000;24,137931
SCM;Algar;SP;Necessidade de repetir a demanda;99. NS/ NR;Percentual;1,493000;1,477833
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Média;Média Ponderada;7,652985;7,832512
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;;Amostra não ponderada;268,000000;203,000000
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;0.Péssimo;Percentual;3,731000;1,477833
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 1;Percentual;0,373000;0,000000
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 2;Percentual;0,373000;1,970443
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 3;Percentual;2,239000;0,492611
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 4;Percentual;1,866000;1,970443
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 5;Percentual;10,075000;10,344828
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 6;Percentual;5,224000;7,389163
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 7;Percentual;13,806000;10,837438
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 8;Percentual;18,657000;21,674877
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 9;Percentual;14,179000;13,793103
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;10.Excelente;Percentual;29,478000;30,049261
SCM;Algar;SP;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Algar;SP;Nota para o atendimento telefônico;Média;Média Ponderada;7,656716;7,778325
SCM;Algar;SP;Nota para o atendimento telefônico;;Amostra não ponderada;268,000000;203,000000
SCM;Algar;SP;Nota para o atendimento telefônico;0.Péssimo;Percentual;2,985000;3,448276
SCM;Algar;SP;Nota para o atendimento telefônico;Nota 1;Percentual;0,000000;0,000000
SCM;Algar;SP;Nota para o atendimento telefônico;Nota 2;Percentual;1,119000;1,477833
SCM;Algar;SP;Nota para o atendimento telefônico;Nota 3;Percentual;2,985000;0,985222
SCM;Algar;SP;Nota para o atendimento telefônico;Nota 4;Percentual;1,866000;2,463054
SCM;Algar;SP;Nota para o atendimento telefônico;Nota 5;Percentual;10,448000;6,403941
SCM;Algar;SP;Nota para o atendimento telefônico;Nota 6;Percentual;4,478000;6,403941
SCM;Algar;SP;Nota para o atendimento telefônico;Nota 7;Percentual;10,821000;12,807882
SCM;Algar;SP;Nota para o atendimento telefônico;Nota 8;Percentual;23,507000;18,719212
SCM;Algar;SP;Nota para o atendimento telefônico;Nota 9;Percentual;13,806000;20,689655
SCM;Algar;SP;Nota para o atendimento telefônico;10.Excelente;Percentual;27,985000;26,600985
SCM;Algar;SP;Nota para o atendimento telefônico;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Algar;SP;Indicador de Canais de Atendimento;Canais de Atendimento;Média Indicadores;7,640203;7,739224
SCM;Algar;SP;Indicador de Canais de Atendimento;;Amostra não ponderada;296,000000;232,000000
SCM;Algar;SP;Nota para o atendimento via internet;Média;Média Ponderada;7,538462;7,394737
SCM;Algar;SP;Nota para o atendimento via internet;;Amostra não ponderada;143,000000;117,000000
SCM;Algar;SP;Nota para o atendimento via internet;0.Péssimo;Percentual;3,497000;1,709402
SCM;Algar;SP;Nota para o atendimento via internet;Nota 1;Percentual;0,699000;0,854701
SCM;Algar;SP;Nota para o atendimento via internet;Nota 2;Percentual;0,699000;0,000000
SCM;Algar;SP;Nota para o atendimento via internet;Nota 3;Percentual;2,797000;2,564103
SCM;Algar;SP;Nota para o atendimento via internet;Nota 4;Percentual;2,797000;2,564103
SCM;Algar;SP;Nota para o atendimento via internet;Nota 5;Percentual;9,091000;17,094017
SCM;Algar;SP;Nota para o atendimento via internet;Nota 6;Percentual;4,895000;3,418803
SCM;Algar;SP;Nota para o atendimento via internet;Nota 7;Percentual;11,189000;13,675214
SCM;Algar;SP;Nota para o atendimento via internet;Nota 8;Percentual;24,476000;20,512821
SCM;Algar;SP;Nota para o atendimento via internet;Nota 9;Percentual;15,385000;14,529915
SCM;Algar;SP;Nota para o atendimento via internet;10.Excelente;Percentual;24,476000;20,512821
SCM;Algar;SP;Nota para o atendimento via internet;99. NS/ NR;Percentual;0,000000;2,564103
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Média;Média Ponderada;7,256685;7,299652
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;;Amostra não ponderada;374,000000;288,000000
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;0.Péssimo;Percentual;3,743000;2,083333
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Nota 1;Percentual;0,000000;1,041667
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Nota 2;Percentual;0,267000;1,041667
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Nota 3;Percentual;1,872000;2,430556
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Nota 4;Percentual;2,674000;3,472222
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Nota 5;Percentual;13,369000;12,152778
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Nota 6;Percentual;6,684000;6,944444
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Nota 7;Percentual;17,112000;16,319444
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Nota 8;Percentual;25,668000;22,916667
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;Nota 9;Percentual;9,358000;9,375000
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;10.Excelente;Percentual;19,251000;21,875000
SCM;Algar;SP;Facilidade de entendimento dos planos e serviços contratados;99. NS/ NR;Percentual;0,000000;0,347222
SCM;Algar;SP;Indicador de Oferta e Contratação;Oferta e Contratação;Média Indicadores;7,199198;7,186411
SCM;Algar;SP;Indicador de Oferta e Contratação;;Amostra não ponderada;374,000000;287,000000
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Média;Média Ponderada;7,142091;7,059649
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;;Amostra não ponderada;374,000000;288,000000
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;0.Péssimo;Percentual;3,743000;4,166667
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Nota 1;Percentual;0,802000;1,041667
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Nota 2;Percentual;1,337000;1,388889
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Nota 3;Percentual;1,872000;1,388889
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Nota 4;Percentual;2,139000;2,430556
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Nota 5;Percentual;14,706000;13,541667
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Nota 6;Percentual;8,289000;10,069444
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Nota 7;Percentual;13,904000;14,930556
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Nota 8;Percentual;22,995000;21,875000
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;Nota 9;Percentual;9,358000;7,986111
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;10.Excelente;Percentual;20,588000;20,138889
SCM;Algar;SP;A operadora cumpre o que promete e divulga em sua publicidade;99. NS/ NR;Percentual;0,267000;1,041667
SCM;Algar;SP;Conseguir acessar sempre que preciso;Média;Média Ponderada;7,281501;7,139373
SCM;Algar;SP;Conseguir acessar sempre que preciso;;Amostra não ponderada;374,000000;288,000000
SCM;Algar;SP;Conseguir acessar sempre que preciso;0.Péssimo;Percentual;2,941000;3,472222
